station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0A950,2019/8/30 17:00,60,0,0.1,28.1,0.87,1002.4,-99,0,-99,-99,-99,32.2,,26.7,
C0R160,2019/8/30 17:00,45,1,0.9,24.1,0.99,1002.7,-99,43.5,-99,-99,-99,31.8,,23.2,
C0F9S0,2019/8/30 17:00,43,347,0.5,28.6,0.76,1003.5,-99,0,-99,-99,-99,32.1,,27.9,
C0M820,2019/8/30 17:00,980,217,1.4,20.1,0.95,904.7,-99,21.5,-99,-99,-99,25.4,,18.7,
C0G870,2019/8/30 17:00,12,44,1.4,29.7,0.83,1007.9,-99,0,-99,-99,-99,32,,26.5,
C0R530,2019/8/30 17:00,16,10,2.2,24.8,0.85,1006.1,-99,4.5,-99,-99,-99,30.3,,24.3,
C0O840,2019/8/30 17:00,134,303,0.4,24.1,1,992.9,-99,28.5,-99,-99,-99,30.4,,23.9,
C0A890,2019/8/30 17:00,40,0,0,27.1,0.91,1003.7,-99,13,-99,-99,-99,32.5,,25.4,
C0A550,2019/8/30 18:00,422,0,0,23.6,1,962.9,-99,26.5,-99,-99,-99,28.8,,23,
C0G830,2019/8/30 18:00,27,150,3.6,25,1,1004.2,-99,7.5,-99,-99,-99,31.1,,25,
C0E810,2019/8/30 18:00,53,0,0.2,26.1,0.89,1002.5,-99,0,-99,-99,-99,32.1,,25.6,
C0R640,2019/8/30 18:00,21,43,3.5,25.2,0.95,-99,-99,7,-99,-99,-99,30.2,,25,
C0D580,2019/8/30 18:00,120,0,0,24,0.99,994.7,-99,19.5,-99,-99,-99,30,,23.7,
C0M660,2019/8/30 18:00,40,135,2.1,23.3,0.92,1004.9,-99,19,-99,-99,-99,31.5,,23,
C0K330,2019/8/30 18:00,38,172,1.3,23.3,0.97,1004.2,-99,6.5,-99,-99,-99,32.5,,23.3,
C0E830,2019/8/30 18:00,37,123,0.8,28.7,0.75,1003.9,-99,0,-99,-99,-99,30.4,,27.6,
C0R420,2019/8/30 18:00,504,57,1.6,23,-99,948.5,-99,9,-99,-99,-99,25.8,,22.6,
C0X290,2019/8/30 18:00,10,65,2.8,25.4,0.94,1007.6,-99,2,-99,-99,-99,31.4,,24.9,
C0U760,2019/8/30 18:00,22,0,0,26.5,0.99,1008,-99,8.5,-99,-99,-99,31,,24.6,
C0U780,2019/8/30 18:00,15,279,1.1,27.5,0.76,1007.8,-99,0.5,-99,-99,-99,32.3,,26.7,
C0H9C0,2019/8/30 18:00,3402,57,0.9,8.9,1,677.9,-99,4,-99,-99,-99,20,,8.5,
C0V650,2019/8/30 18:00,28,58,2.1,25.1,0.96,1007.3,-99,3,-99,-99,-99,30.4,,25.1,
C0K470,2019/8/30 18:00,97,20,0.3,23.6,0.99,998,-99,51,-99,-99,-99,31.6,,23,
C0T9N0,2019/8/30 18:00,261,44,0.6,25.4,0.95,980.7,-99,1,-99,-99,-99,29.8,,23.3,
C0Z070,2019/8/30 18:00,247,360,2.7,24.7,0.99,982.2,-99,10.5,-99,-99,-99,31.2,,23.3,
C0Z280,2019/8/30 18:00,224,57,0.6,25.1,0.99,985.7,-99,10,-99,-99,-99,32.5,,23.4,
C0SA40,2019/8/30 18:00,200,0,0,24.2,0.98,987.1,-99,44.5,-99,-99,-99,31.6,,23.9,
C0V440,2019/8/30 18:00,27,325,1.9,24.3,0.89,1005,-99,11.5,-99,-99,-99,30.9,,23.9,
C0R490,2019/8/30 18:00,49,345,1.4,24.9,0.96,1002.6,-99,19,-99,-99,-99,31.1,,23.7,
C0X230,2019/8/30 18:00,29,70,2.2,23.8,0.99,1006.8,-99,12,-99,-99,-99,31.2,,23.8,
C0S770,2019/8/30 18:00,375,305,0.7,25,0.92,967,-99,0,-99,-99,-99,30.2,,23,
C0H890,2019/8/30 18:00,440,163,0.4,25,0.93,959.8,-99,5.5,-99,-99,-99,32,,22.7,
C0K480,2019/8/30 18:00,56,159,1.9,24.1,0.97,1002.3,-99,21.5,-99,-99,-99,31.3,,24,
C0R540,2019/8/30 18:00,17,13,2.5,25.5,0.93,1006,-99,3,-99,-99,-99,30.6,,25.2,
C0Z160,2019/8/30 18:00,124,12,1.1,27.8,0.82,996.7,-99,20.5,-99,-99,-99,30.7,,18.9,
C0AH50,2019/8/30 18:00,275,105,1.5,25.4,0.99,978.4,-99,4.5,-99,-99,-99,28.7,,25,
C0F850,2019/8/30 18:00,379,137,0.7,25.2,0.88,965.7,-99,11,-99,-99,-99,30.2,,24.1,
C0G800,2019/8/30 18:00,15,179,3.9,26.7,0.91,1006.4,-99,0,-99,-99,-99,32,,26.7,
C0U890,2019/8/30 18:00,116,253,1.8,25.9,0.99,997.5,-99,22.5,-99,-99,-99,31.3,,24.5,
C0F860,2019/8/30 18:00,2215,0,0,15.7,1,781.2,-99,0,-99,-99,-99,22.4,,12.2,
CM0170,2019/8/30 18:00,106,90,1.2,23.8,0.98,998,-99,36.5,-99,-99,-99,30.4,,23.1,
C0B020,2019/8/30 18:00,86,212,2.1,26,0.99,997.7,-99,19,-99,-99,-99,34.5,,26,
C0I390,2019/8/30 18:00,1184,0,0,21,0.99,884.5,-99,4.5,-99,-99,-99,28.4,,17,
C0T9D0,2019/8/30 18:00,7,0,0.1,27.8,0.99,1009,-99,0,-99,-99,-99,34,,24.2,
C0E520,2019/8/30 18:00,320,0,0,24,1,973.8,-99,3.5,-99,-99,-99,32.3,,23.2,
C0C460,2019/8/30 18:00,482,126,0.8,22.3,0.94,956.3,-99,27,-99,-99,-99,26.9,,21.7,
C0O930,2019/8/30 18:00,69,53,0.8,22.6,1,1001.9,-99,90.5,-99,-99,-99,32,,22.5,
C0T870,2019/8/30 18:00,135,0,0.2,27.9,0.8,994.1,-99,0,-99,-99,-99,32,,22.2,
C0A920,2019/8/30 18:00,196,136,0.7,26.2,1,986.4,-99,10.5,-99,-99,-99,30.1,,25.4,
C0A940,2019/8/30 18:00,49,229,0.4,26.5,0.95,1003.9,-99,0,-99,-99,-99,32.8,,26.4,
C0S740,2019/8/30 18:00,289,89,0.6,25.7,0.89,977.9,-99,0,-99,-99,-99,30.4,,23.3,
C0U980,2019/8/30 18:00,573,287,1.2,23.2,1,947.6,-99,8,-99,-99,-99,27.5,,22.1,
C0V250,2019/8/30 18:00,298,42,0.6,22.6,0.99,976.2,-99,70.5,-99,-99,-99,31.8,,22.1,
C0AH70,2019/8/30 18:00,34,77,1,28,0.75,1005.6,-99,27.5,-99,-99,-99,31.8,,26.6,
C0M760,2019/8/30 18:00,40,163,1.3,23.3,0.99,1004.5,-99,100.5,-99,-99,-99,31.9,,22.7,
C0O950,2019/8/30 18:00,4,85,0.8,25.9,0.94,1007.5,-99,8,-99,-99,-99,31.4,,25.9,
C0F9A0,2019/8/30 18:00,425,0,0,25,0.96,961.1,-99,6,-99,-99,-99,30.3,,24.3,
C0A9F0,2019/8/30 18:00,35,121,0.6,27.6,1,1005.6,-99,2,-99,-99,-99,32.9,,26.6,
C0I460,2019/8/30 18:00,110,228,3.4,25.6,0.91,996.6,-99,11.5,-99,-99,-99,32.1,,25.5,
C0W160,2019/8/30 18:00,49,55,11.6,27.3,0.9,1000.2,-99,0,-99,-99,-99,28.1,,26.7,
C0E420,2019/8/30 18:00,19,0,0,26.3,0.86,1004.5,-99,4.5,-99,-99,-99,29.9,,25.6,
C0R190,2019/8/30 18:00,32,321,0.5,24.7,0.99,1004.5,-99,88.5,-99,-99,-99,31.7,,23.6,
C0I010,2019/8/30 18:00,1562,320,0.8,18.2,0.98,847.3,-99,11.5,-99,-99,-99,25.4,,16.5,
C0F930,2019/8/30 18:00,100,120,0.3,27.6,1,997.1,-99,4,-99,-99,-99,31.6,,27,
C0X180,2019/8/30 18:00,62,0,0,24.6,0.99,1001.3,-99,11,-99,-99,-99,30.8,,24.5,
C0ACA0,2019/8/30 18:00,25,83,0.4,28.4,0.77,1005.1,-99,6,-99,-99,-99,31.8,,27.1,
C0X260,2019/8/30 18:00,39,83,2.3,24.2,0.96,1004.7,-99,6.5,-99,-99,-99,31.5,,23.7,
C0K500,2019/8/30 18:00,12,149,2.4,24.3,0.96,1006.2,-99,12,10,146,,32.9,,23.8,
CM0010,2019/8/30 18:00,68,145,0.7,26.1,-99,1002,-99,4.5,-99,-99,-99,31.7,,25.4,
C0O990,2019/8/30 18:00,18,41,1.5,24.6,0.99,1006.6,-99,17,-99,-99,-99,31.1,,24.6,
C0E430,2019/8/30 18:00,258,154,0.3,23.6,0.98,983.3,-99,27.5,-99,-99,-99,30.3,,22.5,
C0D390,2019/8/30 18:00,146,0,0,24.3,0.98,990.8,-99,35,-99,-99,-99,31.3,,24.1,
C0T9F0,2019/8/30 18:00,251,355,0.7,25.8,0.88,981.2,-99,28,-99,-99,-99,31.6,,24,
C0R350,2019/8/30 18:00,35,345,1.5,27.6,-99,1004.3,-99,2,-99,-99,-99,-999,,-999,
C0K550,2019/8/30 18:00,15,100,1.1,24.3,0.99,1007,-99,11.5,-99,-99,-99,32,,24.2,
C0C670,2019/8/30 18:00,250,36,0.7,24.7,0.9,981.1,-99,11.5,-99,-99,-99,30.9,,23.6,
C0A980,2019/8/30 18:00,11,0,0,27.8,0.8,1008,-99,0,-99,-99,-99,32.1,,27.7,
C0UA60,2019/8/30 18:00,566,330,1,24,0.89,946.8,-99,5.5,-99,-99,-99,29.1,,22.8,
C0V720,2019/8/30 18:00,15,40,1.4,25.7,0.96,1006.8,-99,17.5,-99,-99,-99,31.9,,25.4,
C0S900,2019/8/30 18:00,27,23,0.6,28.6,0.84,1006,-99,0,-99,-99,-99,31.7,,27.3,
C0SA00,2019/8/30 18:00,466,298,1.7,23.7,1,956.8,-99,17,-99,-99,-99,29.6,,22.4,
C0V730,2019/8/30 18:00,33,14,1.2,25.3,0.99,1005.4,-99,7.5,-99,-99,-99,30.9,,24.9,
C0G730,2019/8/30 18:00,27,172,2,25.6,0.95,1006.6,-99,0,-99,-99,-99,31.3,,25.5,
C0Z300,2019/8/30 18:00,182,117,0.4,25.1,0.99,990.6,-99,15,-99,-99,-99,28.7,,23.6,
C0H9A0,2019/8/30 18:00,1595,255,1.2,16.6,0.99,845.4,-99,60,-99,-99,-99,25.5,,16.5,
C0S840,2019/8/30 18:00,22,291,1.8,26.6,0.96,1007.6,-99,5.5,-99,-99,-99,31.7,,24.8,
C0Z150,2019/8/30 18:00,27,34,2.5,29.3,0.8,1006.6,-99,1.5,-99,-99,-99,30.5,,25,
C0W170,2019/8/30 18:00,42,33,6,26.1,0.83,1004.3,-99,0,-99,-99,-99,27.4,,26,
C0E540,2019/8/30 18:00,32,136,0.3,26.7,0.86,1005,-99,0,-99,-99,-99,33,,26.1,
C0D660,2019/8/30 18:00,65,113,1.1,26.9,0.8,1001.2,-99,0,-99,-99,-99,31.3,,26.1,
C0U650,2019/8/30 18:00,442,96,0.3,24.6,0.79,961,-99,9.5,-99,-99,-99,30.5,,23,
C0G810,2019/8/30 18:00,26,180,1.2,26.5,0.91,1004.8,-99,0.5,-99,-99,-99,32.3,,26.5,
C0F9Z0,2019/8/30 18:00,3193,31,3.1,10.2,0.74,697.5,-99,5.5,-99,-99,-99,14.8,,8.6,
C0M410,2019/8/30 18:00,245,358,0.6,22.8,1,978.3,-99,66.5,-99,-99,-99,31.5,,22.5,
C0I410,2019/8/30 18:00,180,207,1.9,23.6,0.99,988.4,-99,68.5,-99,-99,-99,31.7,,23.6,
C0K250,2019/8/30 18:00,12,146,1.3,24.1,0.94,1007.6,-99,1,-99,-99,-99,33.1,,24,
C0V640,2019/8/30 18:00,35,62,2.9,25.2,0.97,1004.9,-99,11,-99,-99,-99,30.6,,25.2,
C0S920,2019/8/30 18:00,98,16,0.3,27.2,0.9,992.9,-99,0,-99,-99,-99,32.4,,24.8,
C0S830,2019/8/30 18:00,288,4,2.3,25.5,0.93,978.4,-99,1.5,-99,-99,-99,32.3,,25.1,
C0V800,2019/8/30 18:00,256,319,0.4,24,0.96,978.1,-99,66.5,-99,-99,-99,31.6,,23.2,
C0R140,2019/8/30 18:00,740,161,0.6,20.9,0.99,-99,-99,8,-99,-99,-99,27.9,,20.8,
C0K410,2019/8/30 18:00,20,125,1.5,23.8,0.94,1005.3,-99,20.5,11.8,90,,32.1,,23.1,
C0F000,2019/8/30 18:00,273,0,0.1,25.4,1,976.9,-99,46.5,-99,-99,-99,28.8,,25.3,
C0W150,2019/8/30 18:00,42,101,3.7,29.1,0.82,1004.5,-99,0,-99,-99,-99,32.8,,28.3,
C0AH90,2019/8/30 18:00,660,0,0,22,0.99,939.8,-99,24,-99,-99,-99,28.7,,21.9,
C0F9K0,2019/8/30 18:00,30,151,1.6,28,0.85,1003.6,-99,0,-99,-99,-99,30.8,,28,
C0H990,2019/8/30 18:00,3076,23,1.4,10,0.99,706.9,-99,16,-99,-99,-99,15.6,,8.8,
C0V260,2019/8/30 18:00,126,58,0.9,24.9,0.94,994.7,-99,19,-99,-99,-99,34.3,,24.5,
C0S970,2019/8/30 18:00,19,295,1.9,26.9,0.9,1006.2,-99,4.5,-99,-99,-99,31,,26.2,
C0U940,2019/8/30 18:00,25,273,1.3,26.6,0.84,1007.5,-99,0,-99,-99,-99,33.1,,25.7,
C0A860,2019/8/30 18:00,362,230,1.3,24.2,0.98,968.8,-99,14.5,-99,-99,-99,29.9,,24.2,
C0I480,2019/8/30 18:00,2165,174,0.3,15.3,0.99,788.6,-99,17.5,-99,-99,-99,19.5,,12.3,
CM0150,2019/8/30 18:00,11,4,1.1,27.1,0.8,1007.5,-99,0,-99,-99,-99,31.6,,25.4,
C0X080,2019/8/30 18:00,2,70,2.9,25.1,0.98,1008.3,-99,1,-99,-99,-99,32.6,,25.1,
C0AH00,2019/8/30 18:00,38,101,1.8,27,1,1004.6,-99,46.5,-99,-99,-99,31.8,,25.3,
C0V700,2019/8/30 18:00,24,24,1.5,25.6,0.87,1005,-99,5,-99,-99,-99,30.4,,25.4,
C0AD00,2019/8/30 18:00,86,167,1,28.5,0.86,999.6,-99,5.5,-99,-99,-99,31.9,,27,
C0O900,2019/8/30 18:00,9,34,1.6,24.9,0.99,1008.1,-99,17.5,-99,-99,-99,31.6,,24.6,
C0R570,2019/8/30 18:00,37,1,1.4,25.1,0.94,1003.5,-99,42.5,-99,-99,-99,31.6,,23.6,
C0AG90,2019/8/30 18:00,25,108,0.9,27.3,0.83,1006.9,-99,3,-99,-99,-99,31.6,,26.6,
C0V760,2019/8/30 18:00,30,48,1.3,25.2,0.96,1005.9,-99,6.5,-99,-99,-99,33.4,,25.1,
C0T9I0,2019/8/30 18:00,152,222,2.6,24.5,0.94,993.8,-99,27.5,-99,-99,-99,31.4,,23.8,
C0O980,2019/8/30 18:00,18,45,1.8,25,0.99,1007.8,-99,20,-99,-99,-99,32.6,,24.6,
C0R270,2019/8/30 18:00,51,18,2.4,24.5,1,1001.6,-99,14,-99,-99,-99,31.9,,24.5,
C0T9H0,2019/8/30 18:00,725,90,1.3,23,0.99,931.2,-99,2.5,-99,-99,-99,30.3,,22.2,
C0A660,2019/8/30 18:00,97,0,0,25.9,1,997.6,-99,8,-99,-99,-99,32.1,,25.8,
C0A890,2019/8/30 18:00,40,0,0,26.5,0.94,1004.2,-99,15,-99,-99,-99,32.5,,25.4,
C0O840,2019/8/30 18:00,134,0,0,23.5,1,992.7,-99,33,-99,-99,-99,30.4,,23.5,
C0R530,2019/8/30 18:00,16,9,2.9,24.7,0.86,1006.3,-99,4.5,-99,-99,-99,30.3,,24.3,
C0G870,2019/8/30 18:00,12,191,1.5,26.6,0.89,1008.3,-99,0,-99,-99,-99,32,,26.5,
C0M820,2019/8/30 18:00,980,91,0.7,19.4,0.95,904,-99,24,-99,-99,-99,25.4,,18.7,
C0F9S0,2019/8/30 18:00,43,156,2.2,27.7,0.86,1003.7,-99,0,-99,-99,-99,32.1,,27.7,
C0R160,2019/8/30 18:00,45,357,0.6,24.4,0.99,1002.7,-99,44,-99,-99,-99,31.8,,23.2,
C0A950,2019/8/30 18:00,60,0,0,27.6,0.9,1002.7,-99,0,-99,-99,-99,32.2,,26.7,
C0F9L0,2019/8/30 18:00,253,78,0.3,26.7,0.93,980.1,-99,7,-99,-99,-99,30.6,,24.6,
C0R550,2019/8/30 18:00,38,352,3.4,25,1,1004.8,-99,9.5,-99,-99,-99,32,,24.8,
C0V530,2019/8/30 18:00,34,44,1.3,24.8,1,1004.5,-99,6.5,-99,-99,-99,31.2,,24.8,
C0AI10,2019/8/30 18:00,76,184,0.9,25.1,0.95,1000.3,-99,21,-99,-99,-99,32.3,,24.3,
C0F9U0,2019/8/30 18:00,74,113,1.2,28.3,0.86,1000.3,-99,0.5,-99,-99,-99,32.5,,27.6,
C0V680,2019/8/30 18:00,40,359,0.8,25,0.91,1004.1,-99,5.5,-99,-99,-99,30.3,,24.8,
C0Z290,2019/8/30 18:00,946,0,0.2,21.6,0.99,907.5,-99,19,-99,-99,-99,25.8,,21.3,
CM0120,2019/8/30 18:00,4,180,2.7,26.2,0.78,1008.3,-99,2.5,-99,-99,-99,31.4,,26.2,
C0G760,2019/8/30 18:00,53,213,1.1,24.9,0.99,1005.1,-99,15,-99,-99,-99,31.8,,24.8,
C0K450,2019/8/30 18:00,35,185,2,23.3,0.99,1004.2,-99,17.5,-99,-99,-99,32.5,,22.9,
C0E820,2019/8/30 18:00,220,208,0.8,23.7,0.97,984.3,-99,43.5,-99,-99,-99,29.3,,22.7,
C0A530,2019/8/30 18:00,300,0,0,23.6,0.99,976,-99,40,-99,-99,-99,30.6,,22.6,
C0M520,2019/8/30 18:00,15,115,1.7,23.8,0.97,1006.3,-99,14.5,-99,-99,-99,30.9,,23.8,
C0K240,2019/8/30 18:00,1132,125,6.1,18.8,0.99,889.9,-99,32.5,-99,-99,-99,25.1,,18.8,
C0Z320,2019/8/30 18:00,646,265,0.4,22.9,0.99,939.3,-99,8,-99,-99,-99,29.4,,20.2,
C0R600,2019/8/30 18:00,766,45,1.4,24.2,0.78,924.6,-99,56,-99,-99,-99,25.3,,21.4,
C0C650,2019/8/30 18:00,208,75,0.3,23.5,0.93,985.4,-99,10,-99,-99,-99,30,,23.1,
C0F9I0,2019/8/30 18:00,194,231,1.4,26.3,0.89,986.5,-99,8.5,-99,-99,-99,29.6,,24.6,
C0T820,2019/8/30 18:00,550,0,0,24,0.93,952.4,-99,0,-99,-99,-99,30.6,,19.8,
C0S890,2019/8/30 18:00,238,29,0.4,24.6,0.99,985.2,-99,29,-99,-99,-99,31.6,,24,
C0G840,2019/8/30 18:00,32,167,0.9,25.2,0.95,1003.1,-99,1,-99,-99,-99,31.6,,25.2,
C0V710,2019/8/30 18:00,34,3,1.9,25.5,0.86,1004.5,-99,3,-99,-99,-99,30.4,,25.4,
C0C680,2019/8/30 18:00,228,133,1.1,25,0.9,981.8,-99,10.5,-99,-99,-99,29.1,,24.3,
C0D360,2019/8/30 18:00,523,0,0,22.4,0.99,950.1,-99,7,-99,-99,-99,29.4,,22.4,
C0C710,2019/8/30 18:00,143,67,0.4,24.2,0.99,992.9,-99,55.5,-99,-99,-99,31.9,,23.8,
C0Z190,2019/8/30 18:00,62,324,0.8,26.9,0.99,1002,-99,0,-99,-99,-99,30.7,,26.9,
C0Z020,2019/8/30 18:00,211,41,2.6,24.9,0.99,985.2,-99,2.5,-99,-99,-99,28.8,,23.6,
C0I380,2019/8/30 18:00,258,97,1.8,23.4,0.99,979.4,-99,36,-99,-99,-99,31.3,,23.2,
C0D560,2019/8/30 18:00,147,58,1.1,25,0.92,992.4,-99,24,-99,-99,-99,31.8,,23.9,
C0Z220,2019/8/30 18:00,589,246,0.6,23.2,0.99,946.1,-99,9,-99,-99,-99,29,,21.6,
C0R220,2019/8/30 18:00,23,4,1.6,25.1,1,1006.2,-99,78,-99,-99,-99,30.7,,24.1,
C0A870,2019/8/30 18:00,685,72,3.7,21.3,0.99,932.3,-99,66.5,-99,-99,-99,26.2,,21.3,
C0V670,2019/8/30 18:00,20,2,2.5,25.5,0.92,1006.4,-99,3.5,-99,-99,-99,30.7,,25.3,
C0G770,2019/8/30 18:00,15,177,1.1,27.7,0.99,-99,-99,0,-99,-99,-99,32.2,,27.7,
C0C540,2019/8/30 18:00,46,46,0.5,27.7,0.78,1003.6,-99,0,-99,-99,-99,31.9,,26.2,
C0F9O0,2019/8/30 18:00,175,0,0.1,27.1,1,988.8,-99,20.5,-99,-99,-99,31.6,,26.4,
C0Z230,2019/8/30 18:00,31,351,1.3,28.1,0.78,1006.7,-99,0,-99,-99,-99,29.8,,25.8,
C0U900,2019/8/30 18:00,63,317,0.6,26.1,0.89,1003.5,-99,2,-99,-99,-99,32.3,,25.2,
C0X200,2019/8/30 18:00,61,6,1.3,24,0.99,1002.2,-99,35,-99,-99,-99,31.3,,23.9,
C0G640,2019/8/30 18:00,17,140,2.6,28.6,0.8,1008.5,-99,0,-99,-99,-99,32.3,,27.1,
C0Z080,2019/8/30 18:00,298,223,0.8,23.1,0.94,976.7,-99,47.5,-99,-99,-99,34.5,,22.5,
C0U770,2019/8/30 18:00,5,316,3.2,26.4,0.85,1008.7,-99,2,-99,-99,-99,30.6,,24.5,
C0Z210,2019/8/30 18:00,126,14,1.7,24.6,0.99,996.9,-99,23,-99,-99,-99,31.3,,23.8,
C0V690,2019/8/30 18:00,30,33,1.9,-99,0.92,1005.8,-99,13,-99,-99,-99,-999,,-999,
C0M690,2019/8/30 18:00,33,57,2.2,23.7,0.97,1004.1,-99,19,-99,-99,-99,31.8,,23.6,
C0F970,2019/8/30 18:00,145,115,0.4,27.8,0.79,991.5,-99,13,-99,-99,-99,30.4,,25.9,
C0C490,2019/8/30 18:00,157,99,0.7,25.9,0.93,991.1,-99,22,-99,-99,-99,32,,24.9,
C0X160,2019/8/30 18:00,26,47,2.4,25.3,0.98,1006.2,-99,29,-99,-99,-99,30.8,,25.3,
C0S760,2019/8/30 18:00,1621,355,2.5,16,1,838.8,-99,18,-99,-99,-99,23.3,,16,
C0O830,2019/8/30 18:00,127,0,0,23.8,0.99,995,-99,73,-99,-99,-99,32.5,,23.1,
C0A9A0,2019/8/30 18:00,24,127,1.7,27.8,0.86,1006.4,-99,18,-99,-99,-99,31.5,,26.2,
C0AD50,2019/8/30 18:00,84,91,0.7,25.7,1,1000.1,-99,22,-99,-99,-99,31.4,,25,
C0G620,2019/8/30 18:00,110,161,1.1,26.2,0.99,996.8,-99,0.5,-99,-99,-99,33.1,,26.2,
C0V310,2019/8/30 18:00,46,358,2.2,25.2,0.85,1002,-99,50,-99,-99,-99,32.3,,24.2,
C0X110,2019/8/30 18:00,20,83,3.6,26,0.99,1006.5,-99,12.5,-99,-99,-99,31.2,,25.8,
C0S980,2019/8/30 18:00,901,294,1.1,22.1,1,910.5,-99,13,-99,-99,-99,29.3,,21.1,
C0O860,2019/8/30 18:00,38,0,0.2,25.3,0.99,1004.1,-99,19.5,-99,-99,-99,31.7,,25.1,
C0U950,2019/8/30 18:00,1012,69,2.3,21.2,1,901.3,-99,13,-99,-99,-99,25.2,,20.7,
C0R260,2019/8/30 18:00,76,72,0.6,25.7,0.99,999.6,-99,10,-99,-99,-99,30,,25.2,
C0X270,2019/8/30 18:00,33,44,0.6,23.7,1,1005.9,-99,21,-99,-99,-99,31.8,,23.7,
C0G880,2019/8/30 18:00,92,115,1.2,24.6,0.91,999.5,-99,11,-99,-99,-99,31.2,,24.4,
C0R520,2019/8/30 18:00,18,21,2.2,25.2,-99,1006.4,-99,18,-99,-99,-99,30.9,,24.7,
C0O810,2019/8/30 18:00,161,21,1.2,23.4,0.99,993.7,-99,63.5,-99,-99,-99,32.3,,23.4,
C0E790,2019/8/30 18:00,344,13,0.5,25.5,1,969.8,-99,20.5,-99,-99,-99,29.9,,25,
C0F9Y0,2019/8/30 18:00,3313,21,1.3,6.7,0.99,687.9,-99,0,-99,-99,-99,14.8,,6.7,
C0A9B0,2019/8/30 18:00,7,191,0.7,28.5,0.76,1005,-99,0,-99,-99,-99,-999,,-999,
C0S930,2019/8/30 18:00,248,161,0.7,24.6,0.97,981.8,-99,4,-99,-99,-99,31.6,,23.9,
C0M770,2019/8/30 18:00,164,160,2.1,22.6,1,990,-99,110,-99,-99,-99,30.6,,22.6,
C0R470,2019/8/30 18:00,103,337,1.6,25.4,0.99,997.3,-99,46,-99,-99,-99,31.9,,23.7,
C0W120,2019/8/30 18:00,58,23,2.1,27,0.92,1002.2,-99,0,-99,-99,-99,29.2,,25.7,
C0V350,2019/8/30 18:00,36,343,0.7,24.9,0.94,1005.7,-99,16.5,-99,-99,-99,33.1,,23.9,
CM0160,2019/8/30 18:00,196,283,0.3,24.5,0.98,992.2,-99,9.5,-99,-99,-99,34.3,,24.2,
C0V500,2019/8/30 18:00,6,32,1.7,25.2,0.96,1008.1,-99,3,-99,-99,-99,30,,25.2,
C0SA30,2019/8/30 18:00,92,301,0.7,27.1,0.89,999.4,-99,0,-99,-99,-99,30.6,,25.5,
C0U710,2019/8/30 18:00,1942,0,0.1,15.2,0.99,808.4,-99,33,-99,-99,-99,20,,15.2,
C0Z100,2019/8/30 18:00,36,0,0.2,28.5,0.86,1006.9,-99,4.5,-99,-99,-99,32.5,,24.6,
C0Z170,2019/8/30 18:00,199,311,1,26.2,0.99,988.9,-99,13,-99,-99,-99,31.9,,24.1,
C0K430,2019/8/30 18:00,30,137,3.5,24.4,0.92,1006.2,-99,1,-99,-99,-99,31.6,,23.9,
C0T9M0,2019/8/30 18:00,92,312,2,25.8,0.97,1000.3,-99,0.5,-99,-99,-99,32.8,,25,
C0AI00,2019/8/30 18:00,188,0,0,25.8,0.88,987.8,-99,2.5,-99,-99,-99,30.8,,25.4,
C0AC40,2019/8/30 18:00,1079,61,3.4,21.1,0.99,892,-99,2,-99,-99,-99,22.5,,20,
C0F9M0,2019/8/30 18:00,230,223,0.4,26.7,0.88,982.5,-99,3.5,-99,-99,-99,29.7,,24.8,
C0A930,2019/8/30 18:00,216,0,0,25.8,1,983.4,-99,6,-99,-99,-99,29.6,,25.2,
C0A640,2019/8/30 18:00,241,0,0,24.2,0.96,984.5,-99,16,-99,-99,-99,30.2,,23.5,
C0I420,2019/8/30 18:00,305,174,0.5,25.7,0.96,974.9,-99,4.5,-99,-99,-99,32.4,,23.7,
C0R170,2019/8/30 18:00,26,19,1.1,24.8,1,1006,-99,21,-99,-99,-99,31.6,,23.7,
C0M530,2019/8/30 18:00,1385,33,1.2,17.7,0.99,867,-99,58,-99,-99,-99,22,,17.6,
C0H960,2019/8/30 18:00,120,196,3,25.4,1,993.9,-99,40.5,-99,-99,-99,31.7,,25.4,
C0V620,2019/8/30 18:00,18,46,2,25.2,0.95,1006.8,-99,2.5,-99,-99,-99,30.9,,25.2,
C0X280,2019/8/30 18:00,22,72,2.2,25.1,0.99,1006.5,-99,2.5,-99,-99,-99,30.2,,25.1,
C0AH40,2019/8/30 18:00,426,45,1.4,25.5,0.92,961.7,-99,8,-99,-99,-99,30.2,,25.3,
C0T9A0,2019/8/30 18:00,498,122,0.3,24.1,0.99,954.8,-99,14,-99,-99,-99,30,,22.7,
C0K390,2019/8/30 18:00,31,153,3,23.6,0.92,1005.3,-99,9,-99,-99,-99,32.1,,23.3,
C0I540,2019/8/30 18:00,3344,120,0.8,8.5,1,684.4,-99,-99,-99,-99,-99,13.6,,7,
C0G890,2019/8/30 18:00,24,138,1.1,29.5,0.91,1005.6,-99,0,-99,-99,-99,30.4,,28.8,
C0G720,2019/8/30 18:00,50,165,2.8,24.7,1,1002.9,-99,1,-99,-99,-99,32,,24.7,
C0UA40,2019/8/30 18:00,1121,343,1,20.4,0.99,888.7,-99,38.5,-99,-99,-99,22.5,,19.7,
